card_id,ind,url,scrap_date
104309289,1,https://avcdn.av.by/advertbig/0001/9851/1847.jpg,2023-05-26 19:17:43
104309289,2,https://avcdn.av.by/advertbig/0001/9851/1857.jpg,2023-05-26 19:17:43
104309289,3,https://avcdn.av.by/advertbig/0001/9851/1852.jpg,2023-05-26 19:17:43
104309289,4,https://avcdn.av.by/advertbig/0001/9851/3837.jpg,2023-05-26 19:17:43
104309289,5,https://avcdn.av.by/advertbig/0001/9851/3892.jpg,2023-05-26 19:17:43
104309289,6,https://avcdn.av.by/advertbig/0001/9851/3882.jpg,2023-05-26 19:17:43
104309289,7,https://avcdn.av.by/advertbig/0001/9851/3857.jpg,2023-05-26 19:17:43
104309289,8,https://avcdn.av.by/advertbig/0001/9851/3832.jpg,2023-05-26 19:17:43
104309289,9,https://avcdn.av.by/advertbig/0001/9851/5167.jpg,2023-05-26 19:17:43
104309289,10,https://avcdn.av.by/advertbig/0001/9851/5187.jpg,2023-05-26 19:17:43
104309289,11,https://avcdn.av.by/advertbig/0001/9851/5197.jpg,2023-05-26 19:17:43
103933657,1,https://avcdn.av.by/advertbig/0002/0385/7084.jpg,2023-05-26 19:17:43
103933657,2,https://avcdn.av.by/advertbig/0002/0385/7064.jpg,2023-05-26 19:17:43
103933657,3,https://avcdn.av.by/advertbig/0002/0385/7079.jpg,2023-05-26 19:17:43
103933657,4,https://avcdn.av.by/advertbig/0002/0385/7089.jpg,2023-05-26 19:17:43
103933657,5,https://avcdn.av.by/advertbig/0002/0385/9449.jpg,2023-05-26 19:17:43
103933657,6,https://avcdn.av.by/advertbig/0002/0385/9469.jpg,2023-05-26 19:17:43
104572570,1,https://avcdn.av.by/advertbig/0002/0261/0770.jpg,2023-05-26 19:17:43
104572570,2,https://avcdn.av.by/advertbig/0002/0261/0775.jpg,2023-05-26 19:17:43
104572570,3,https://avcdn.av.by/advertbig/0002/0261/0780.jpg,2023-05-26 19:17:43
104572570,4,https://avcdn.av.by/advertbig/0002/0261/0785.jpg,2023-05-26 19:17:43
104572570,5,https://avcdn.av.by/advertbig/0002/0261/0790.jpg,2023-05-26 19:17:43
104572570,6,https://avcdn.av.by/advertbig/0002/0261/0795.jpg,2023-05-26 19:17:43
104572570,7,https://avcdn.av.by/advertbig/0002/0261/0800.jpg,2023-05-26 19:17:43
104572570,8,https://avcdn.av.by/advertbig/0002/0261/0805.jpg,2023-05-26 19:17:43
104572570,9,https://avcdn.av.by/advertbig/0002/0586/9195.jpg,2023-05-26 19:17:43
104572570,10,https://avcdn.av.by/advertbig/0002/0586/9210.jpg,2023-05-26 19:17:43
101225600,1,https://avcdn.av.by/advertbig/0002/0590/0819.jpg,2023-05-26 19:17:45
101225600,2,https://avcdn.av.by/advertbig/0002/0260/5710.jpg,2023-05-26 19:17:45
101225600,3,https://avcdn.av.by/advertbig/0002/0260/5725.jpg,2023-05-26 19:17:45
101225600,4,https://avcdn.av.by/advertbig/0002/0260/5720.jpg,2023-05-26 19:17:45
101225600,5,https://avcdn.av.by/advertbig/0002/0260/5730.jpg,2023-05-26 19:17:45
101225600,6,https://avcdn.av.by/advertbig/0002/0260/5735.jpg,2023-05-26 19:17:45
101225600,7,https://avcdn.av.by/advertbig/0002/0260/5705.jpg,2023-05-26 19:17:45
101225600,8,https://avcdn.av.by/advertbig/0002/0260/5700.jpg,2023-05-26 19:17:45
101225600,9,https://avcdn.av.by/advertbig/0002/0590/1124.jpg,2023-05-26 19:17:45
101225600,10,https://avcdn.av.by/advertbig/0002/0590/1244.jpg,2023-05-26 19:17:45
101225600,11,https://avcdn.av.by/advertbig/0002/0590/1229.jpg,2023-05-26 19:17:45
101225600,12,https://avcdn.av.by/advertbig/0002/0590/1019.jpg,2023-05-26 19:17:45
101225600,13,https://avcdn.av.by/advertbig/0002/0590/1219.jpg,2023-05-26 19:17:45
101225600,14,https://avcdn.av.by/advertbig/0002/0590/1224.jpg,2023-05-26 19:17:45
104673128,1,https://avcdn.av.by/advertbig/0002/0583/1734.jpg,2023-05-26 19:17:46
104673128,2,https://avcdn.av.by/advertbig/0002/0583/1729.jpg,2023-05-26 19:17:46
104673128,3,https://avcdn.av.by/advertbig/0002/0583/1744.jpg,2023-05-26 19:17:46
104673128,4,https://avcdn.av.by/advertbig/0002/0583/1749.jpg,2023-05-26 19:17:46
104673128,5,https://avcdn.av.by/advertbig/0002/0583/1766.jpg,2023-05-26 19:17:46
104673128,6,https://avcdn.av.by/advertbig/0002/0583/1739.jpg,2023-05-26 19:17:46
104673128,7,https://avcdn.av.by/advertbig/0002/0583/1759.jpg,2023-05-26 19:17:46
104673128,8,https://avcdn.av.by/advertbig/0002/0583/1764.jpg,2023-05-26 19:17:46
