card_id,url,scrap_date
104309289,https://cars.av.by/lada-vaz/2121-niva/104309289,2023-05-26 15:02:01
103933657,https://cars.av.by/geely/emgrand/103933657,2023-05-26 15:02:02
104572570,https://cars.av.by/buick/encore-gx/104572570,2023-05-26 15:02:02
104673128,https://cars.av.by/jac/j7/104673128,2023-05-26 15:02:04
104673120,https://cars.av.by/jac/j7/104673120,2023-05-26 15:02:04
104621634,https://cars.av.by/geely/coolray/104621634,2023-05-26 15:02:05
104667181,https://cars.av.by/geely/emgrand/104667181,2023-05-26 15:02:05
104408441,https://cars.av.by/jac/j7/104408441,2023-05-26 15:02:05
104408545,https://cars.av.by/jac/j7/104408545,2023-05-26 15:02:06
104408434,https://cars.av.by/jac/j7/104408434,2023-05-26 15:02:07
104408451,https://cars.av.by/jac/j7/104408451,2023-05-26 15:02:07
104408460,https://cars.av.by/jac/j7/104408460,2023-05-26 15:02:08
104408464,https://cars.av.by/jac/j7/104408464,2023-05-26 15:02:08
104408448,https://cars.av.by/jac/j7/104408448,2023-05-26 15:02:09
101225600,https://cars.av.by/byd/dolphin/101225600,2023-05-26 15:02:09
104399957,https://cars.av.by/jac/j7/104399957,2023-05-26 15:02:10
104399985,https://cars.av.by/jac/js4/104399985,2023-05-26 15:02:10
104399963,https://cars.av.by/jac/j7/104399963,2023-05-26 15:02:12
104399655,https://cars.av.by/jac/j7/104399655,2023-05-26 15:02:12
104399959,https://cars.av.by/jac/j7/104399959,2023-05-26 15:02:13
104399659,https://cars.av.by/jac/j7/104399659,2023-05-26 15:02:13
104635254,https://cars.av.by/geely/emgrand/104635254,2023-05-26 15:02:14
104324135,https://cars.av.by/faw/bestune-t77/104324135,2023-05-26 15:02:14
104339543,https://cars.av.by/jac/js4/104339543,2023-05-26 15:02:15
104339546,https://cars.av.by/jac/js4/104339546,2023-05-26 15:02:15
104339540,https://cars.av.by/jac/js4/104339540,2023-05-26 15:02:16
104187872,https://cars.av.by/jac/js4/104187872,2023-05-26 15:02:16
104339533,https://cars.av.by/jac/js4/104339533,2023-05-26 15:02:17
104339547,https://cars.av.by/jac/js4/104339547,2023-05-26 15:02:18
104339552,https://cars.av.by/jac/js4/104339552,2023-05-26 15:02:18
104351447,https://cars.av.by/jac/j7/104351447,2023-05-26 15:02:19
104351455,https://cars.av.by/jac/j7/104351455,2023-05-26 15:02:20
104324219,https://cars.av.by/faw/bestune-t77/104324219,2023-05-26 15:02:21
104324101,https://cars.av.by/jac/js4/104324101,2023-05-26 15:02:21
104324096,https://cars.av.by/jac/js4/104324096,2023-05-26 15:02:21
104631312,https://cars.av.by/geely/coolray/104631312,2023-05-26 15:02:22
104629672,https://cars.av.by/jac/j7/104629672,2023-05-26 15:02:22
104629670,https://cars.av.by/jac/j7/104629670,2023-05-26 15:02:23
104629667,https://cars.av.by/jac/j7/104629667,2023-05-26 15:02:23
104629663,https://cars.av.by/jac/j7/104629663,2023-05-26 15:02:24
104629659,https://cars.av.by/jac/j7/104629659,2023-05-26 15:02:24
104629657,https://cars.av.by/jac/j7/104629657,2023-05-26 15:02:25
104617808,https://cars.av.by/chery/tiggo4/104617808,2023-05-26 15:02:25
104617611,https://cars.av.by/jac/js4/104617611,2023-05-26 15:02:26
104535017,https://cars.av.by/jac/js4/104535017,2023-05-26 15:02:26
104314401,https://cars.av.by/geely/atlas-pro/104314401,2023-05-26 15:02:27
104349950,https://cars.av.by/haval/jolion/104349950,2023-05-26 15:02:27
101948283,https://cars.av.by/geely/coolray/101948283,2023-05-26 15:02:28
100706096,https://cars.av.by/suzuki/baleno/100706096,2023-05-26 15:02:28
104052724,https://cars.av.by/suzuki/baleno/104052724,2023-05-26 15:02:29
104673843,https://cars.av.by/haval/f7/104673843,2023-05-26 15:02:30
100844309,https://cars.av.by/geely/atlas-pro/100844309,2023-05-26 15:02:31
104277476,https://cars.av.by/geely/tugella/104277476,2023-05-26 15:02:31
104673134,https://cars.av.by/jac/js6/104673134,2023-05-26 15:02:32
104618512,https://cars.av.by/geely/atlas-pro/104618512,2023-05-26 15:02:32
104321931,https://cars.av.by/dacia/duster/104321931,2023-05-26 15:02:33
104408471,https://cars.av.by/jac/js6/104408471,2023-05-26 15:02:33
104322368,https://cars.av.by/chevrolet/captiva/104322368,2023-05-26 15:02:34
104646778,https://cars.av.by/haval/jolion/104646778,2023-05-26 15:02:34
104646764,https://cars.av.by/haval/f7x/104646764,2023-05-26 15:02:35
104646713,https://cars.av.by/haval/f7x/104646713,2023-05-26 15:02:35
104646691,https://cars.av.by/haval/f7x/104646691,2023-05-26 15:02:36
104399667,https://cars.av.by/jac/js6/104399667,2023-05-26 15:02:36
104379659,https://cars.av.by/chevrolet/captiva/104379659,2023-05-26 15:02:37
104397760,https://cars.av.by/faw/bestune-t77/104397760,2023-05-26 15:02:38
103655363,https://cars.av.by/jac/js6/103655363,2023-05-26 15:02:38
104324204,https://cars.av.by/faw/bestune-t77/104324204,2023-05-26 15:02:39
104324180,https://cars.av.by/faw/bestune-t77/104324180,2023-05-26 15:02:39
104324179,https://cars.av.by/faw/bestune-t77/104324179,2023-05-26 15:02:40
104193033,https://cars.av.by/jac/js6/104193033,2023-05-26 15:02:40
104324120,https://cars.av.by/jac/js6/104324120,2023-05-26 15:02:41
104324112,https://cars.av.by/jac/js6/104324112,2023-05-26 15:02:42
103692865,https://cars.av.by/jac/js6/103692865,2023-05-26 15:02:42
104324211,https://cars.av.by/faw/bestune-t77/104324211,2023-05-26 15:02:43
